PropertyID,Name,Segment,Region,Stage,MonthlyRevenue,BuildTimeWeeks,ProjectedPenetrationTimeWeeks,ChurnRisk,UpgradePotential,ContactsAvailable
COM-0104,Commercial Property 104,Commercial,West,Closed Won,4593,8,11,Low,Moderate,2
COM-0105,Commercial Property 105,Commercial,North,Qualified,2203,14,27,High,None,4
COM-0106,Commercial Property 106,Commercial,South,Closed Won,1059,12,24,Medium,Moderate,5
COM-0107,Commercial Property 107,Commercial,West,Closed Lost,4696,5,14,High,Moderate,5
COM-0108,Commercial Property 108,Commercial,South,Closed Won,3946,11,10,Medium,None,3
COM-0109,Commercial Property 109,Commercial,North,Proposal,1763,8,7,Low,Moderate,5
COM-0110,Commercial Property 110,Commercial,East,Qualified,1844,9,17,Low,None,1
COM-0111,Commercial Property 111,Commercial,East,Lead,1398,10,25,Medium,High,3
COM-0112,Commercial Property 112,Commercial,West,Negotiation,4025,19,30,Medium,Moderate,4
COM-0113,Commercial Property 113,Commercial,South,Closed Lost,1089,18,9,Medium,None,4
COM-0114,Commercial Property 114,Commercial,South,Closed Won,590,3,13,High,None,3
COM-0115,Commercial Property 115,Commercial,South,Negotiation,3421,13,17,Low,None,1
COM-0116,Commercial Property 116,Commercial,East,Proposal,3354,16,9,High,High,3
COM-0117,Commercial Property 117,Commercial,North,Proposal,1506,10,16,Medium,Moderate,4
COM-0118,Commercial Property 118,Commercial,West,Qualified,3612,9,11,Low,High,3
COM-0119,Commercial Property 119,Commercial,South,Closed Won,1389,16,14,High,Moderate,2
COM-0120,Commercial Property 120,Commercial,North,Closed Won,572,15,19,Medium,High,1
COM-0121,Commercial Property 121,Commercial,East,Lead,3820,13,14,Medium,None,2
COM-0122,Commercial Property 122,Commercial,South,Proposal,4586,10,20,Low,Moderate,4
COM-0123,Commercial Property 123,Commercial,West,Qualified,3902,20,22,Medium,Moderate,1
COM-0124,Commercial Property 124,Commercial,West,Negotiation,1833,3,22,Low,Moderate,3
COM-0125,Commercial Property 125,Commercial,West,Qualified,3523,7,15,High,High,4
COM-0126,Commercial Property 126,Commercial,South,Closed Won,2890,5,27,Medium,Moderate,2
COM-0127,Commercial Property 127,Commercial,West,Closed Lost,3792,9,28,High,Moderate,5
COM-0128,Commercial Property 128,Commercial,West,Closed Lost,3503,7,30,Low,None,2
COM-0129,Commercial Property 129,Commercial,West,Closed Lost,1760,10,12,High,None,5
COM-0130,Commercial Property 130,Commercial,North,Closed Lost,3747,8,29,High,High,2
COM-0131,Commercial Property 131,Commercial,West,Closed Won,4587,16,15,Medium,High,4
COM-0132,Commercial Property 132,Commercial,East,Negotiation,4476,10,29,High,Moderate,4
COM-0133,Commercial Property 133,Commercial,West,Qualified,936,20,9,High,Moderate,2
COM-0134,Commercial Property 134,Commercial,North,Closed Won,1730,6,21,Medium,High,2
COM-0135,Commercial Property 135,Commercial,West,Negotiation,515,10,25,Medium,Moderate,3
COM-0136,Commercial Property 136,Commercial,South,Qualified,3557,19,29,Medium,None,4
COM-0137,Commercial Property 137,Commercial,West,Negotiation,2867,20,21,High,Moderate,2
COM-0138,Commercial Property 138,Commercial,South,Qualified,2039,9,20,Low,Moderate,3
COM-0139,Commercial Property 139,Commercial,North,Qualified,2441,11,13,High,Moderate,2
COM-0140,Commercial Property 140,Commercial,South,Negotiation,1560,6,18,High,None,1
COM-0141,Commercial Property 141,Commercial,North,Negotiation,2606,20,8,Medium,High,5
COM-0142,Commercial Property 142,Commercial,South,Negotiation,3851,19,18,Medium,Moderate,5
COM-0143,Commercial Property 143,Commercial,South,Qualified,1803,20,21,High,None,1
COM-0144,Commercial Property 144,Commercial,East,Negotiation,1848,8,10,High,Moderate,5
COM-0145,Commercial Property 145,Commercial,North,Proposal,990,10,11,High,Moderate,5
COM-0146,Commercial Property 146,Commercial,West,Negotiation,1739,14,10,Low,High,3
COM-0147,Commercial Property 147,Commercial,West,Qualified,4047,20,9,Low,None,4
COM-0148,Commercial Property 148,Commercial,East,Qualified,1203,19,10,Medium,None,3
COM-0149,Commercial Property 149,Commercial,East,Closed Lost,1128,11,10,High,High,5
COM-0150,Commercial Property 150,Commercial,East,Closed Lost,2196,19,8,Low,Moderate,1
COM-0151,Commercial Property 151,Commercial,East,Negotiation,2374,6,24,Low,High,1
COM-0152,Commercial Property 152,Commercial,East,Proposal,995,19,18,High,High,5
COM-0153,Commercial Property 153,Commercial,South,Qualified,2497,9,25,Low,High,4
COM-0154,Commercial Property 154,Commercial,East,Proposal,2440,3,5,Medium,Moderate,4
COM-0155,Commercial Property 155,Commercial,East,Closed Won,4043,15,6,High,None,1
COM-0156,Commercial Property 156,Commercial,West,Negotiation,3198,14,30,High,Moderate,1
COM-0157,Commercial Property 157,Commercial,South,Proposal,4021,3,8,Medium,Moderate,1
COM-0158,Commercial Property 158,Commercial,East,Negotiation,1266,19,6,Medium,Moderate,1
COM-0159,Commercial Property 159,Commercial,North,Negotiation,4878,13,30,High,High,5
COM-0160,Commercial Property 160,Commercial,West,Proposal,2230,16,14,Medium,None,4
COM-0161,Commercial Property 161,Commercial,South,Negotiation,1231,10,14,Low,None,3
COM-0162,Commercial Property 162,Commercial,North,Qualified,1739,13,23,Low,Moderate,3
COM-0163,Commercial Property 163,Commercial,South,Proposal,2874,11,23,Medium,Moderate,1
COM-0164,Commercial Property 164,Commercial,South,Qualified,987,7,13,High,Moderate,1
COM-0165,Commercial Property 165,Commercial,South,Closed Won,2640,8,15,High,None,5
COM-0166,Commercial Property 166,Commercial,North,Qualified,2992,14,14,Low,Moderate,3
COM-0167,Commercial Property 167,Commercial,South,Closed Lost,1970,10,28,Low,Moderate,3
COM-0168,Commercial Property 168,Commercial,East,Negotiation,4591,14,21,Low,None,5
COM-0169,Commercial Property 169,Commercial,West,Negotiation,1364,10,28,Medium,High,5
COM-0170,Commercial Property 170,Commercial,West,Closed Won,2289,19,14,Low,High,3
COM-0171,Commercial Property 171,Commercial,East,Closed Won,3864,5,16,Low,High,1
COM-0172,Commercial Property 172,Commercial,East,Lead,1644,10,23,Medium,High,5
COM-0173,Commercial Property 173,Commercial,North,Proposal,1912,18,29,High,None,3
COM-0174,Commercial Property 174,Commercial,South,Negotiation,4222,5,15,Medium,Moderate,4
COM-0175,Commercial Property 175,Commercial,West,Lead,2602,10,8,Low,None,4
COM-0176,Commercial Property 176,Commercial,West,Lead,2557,9,6,Medium,Moderate,3
COM-0177,Commercial Property 177,Commercial,South,Closed Lost,3116,13,26,Low,High,2
COM-0178,Commercial Property 178,Commercial,West,Negotiation,2104,17,6,Low,High,5
COM-0179,Commercial Property 179,Commercial,East,Lead,1971,12,13,Low,High,5
COM-0180,Commercial Property 180,Commercial,South,Closed Won,1903,4,20,Low,High,3
COM-0181,Commercial Property 181,Commercial,East,Closed Won,3803,19,23,Medium,Moderate,2
COM-0182,Commercial Property 182,Commercial,North,Closed Lost,1215,9,14,Low,Moderate,1
COM-0183,Commercial Property 183,Commercial,East,Lead,2824,12,6,Low,High,1
COM-0184,Commercial Property 184,Commercial,West,Negotiation,2128,4,11,Medium,None,5
COM-0185,Commercial Property 185,Commercial,East,Lead,4225,6,16,Medium,None,4
COM-0186,Commercial Property 186,Commercial,North,Proposal,4400,16,11,High,Moderate,3
COM-0187,Commercial Property 187,Commercial,West,Proposal,4785,12,14,Medium,Moderate,2
COM-0188,Commercial Property 188,Commercial,East,Proposal,4052,16,21,Low,High,2
COM-0189,Commercial Property 189,Commercial,South,Proposal,1001,11,25,High,None,5
COM-0190,Commercial Property 190,Commercial,North,Lead,3411,5,22,Medium,High,4
COM-0191,Commercial Property 191,Commercial,North,Negotiation,2643,12,8,Medium,High,5
COM-0192,Commercial Property 192,Commercial,East,Proposal,2120,14,10,High,Moderate,4
COM-0193,Commercial Property 193,Commercial,North,Qualified,2183,11,23,Medium,High,3
COM-0194,Commercial Property 194,Commercial,East,Proposal,3989,15,5,Low,Moderate,4
COM-0195,Commercial Property 195,Commercial,South,Closed Won,3317,16,20,Medium,Moderate,4
COM-0196,Commercial Property 196,Commercial,West,Negotiation,1349,10,26,High,High,5
COM-0197,Commercial Property 197,Commercial,East,Closed Lost,2815,20,5,Low,Moderate,1
COM-0198,Commercial Property 198,Commercial,North,Qualified,2329,15,19,Medium,None,2
COM-0199,Commercial Property 199,Commercial,North,Closed Lost,1360,18,13,High,High,4
COM-0200,Commercial Property 200,Commercial,South,Qualified,3886,15,26,Low,High,4
COM-0201,Commercial Property 201,Commercial,East,Closed Lost,1176,6,27,Medium,High,5
COM-0202,Commercial Property 202,Commercial,South,Qualified,3845,8,11,Low,None,5
COM-0203,Commercial Property 203,Commercial,North,Qualified,4776,7,28,Low,Moderate,2
COM-0204,Commercial Property 204,Commercial,East,Qualified,3550,7,21,Low,Moderate,4
COM-0205,Commercial Property 205,Commercial,West,Closed Lost,2348,9,22,High,Moderate,3
COM-0206,Commercial Property 206,Commercial,East,Closed Lost,3246,9,15,Medium,Moderate,4
COM-0207,Commercial Property 207,Commercial,North,Proposal,2544,12,6,High,Moderate,3
COM-0208,Commercial Property 208,Commercial,North,Negotiation,3758,4,28,High,None,1
COM-0209,Commercial Property 209,Commercial,East,Negotiation,4200,10,17,Low,Moderate,5
COM-0210,Commercial Property 210,Commercial,West,Proposal,4949,5,6,High,Moderate,5
COM-0211,Commercial Property 211,Commercial,North,Closed Won,2100,7,14,Low,High,3
COM-0212,Commercial Property 212,Commercial,North,Negotiation,1640,18,13,High,Moderate,5
COM-0213,Commercial Property 213,Commercial,East,Negotiation,2977,14,19,Low,Moderate,3
COM-0214,Commercial Property 214,Commercial,South,Lead,3318,7,30,High,Moderate,4
COM-0215,Commercial Property 215,Commercial,West,Negotiation,4056,16,15,High,High,4
COM-0216,Commercial Property 216,Commercial,South,Negotiation,2930,12,10,Medium,None,3
COM-0217,Commercial Property 217,Commercial,North,Lead,3007,15,13,High,Moderate,3
COM-0218,Commercial Property 218,Commercial,East,Closed Lost,1186,5,10,Low,High,4
COM-0219,Commercial Property 219,Commercial,East,Lead,2757,15,30,High,High,4
COM-0220,Commercial Property 220,Commercial,West,Lead,1988,3,20,High,None,5
COM-0221,Commercial Property 221,Commercial,South,Lead,3996,13,23,Medium,High,5
COM-0222,Commercial Property 222,Commercial,South,Negotiation,3992,3,23,High,High,5
COM-0223,Commercial Property 223,Commercial,South,Proposal,1272,16,11,Medium,None,1
COM-0224,Commercial Property 224,Commercial,North,Lead,1959,8,17,Low,Moderate,2
COM-0225,Commercial Property 225,Commercial,West,Proposal,2450,8,8,Medium,None,2
COM-0226,Commercial Property 226,Commercial,North,Negotiation,2186,11,5,Medium,High,5
COM-0227,Commercial Property 227,Commercial,West,Negotiation,1445,16,23,High,High,2
COM-0228,Commercial Property 228,Commercial,North,Closed Won,3218,4,8,High,None,3
COM-0229,Commercial Property 229,Commercial,East,Closed Won,4770,5,13,Low,High,2
COM-0230,Commercial Property 230,Commercial,West,Closed Lost,4649,13,24,High,None,4
COM-0231,Commercial Property 231,Commercial,West,Closed Won,3561,7,16,High,None,5
COM-0232,Commercial Property 232,Commercial,North,Closed Won,517,15,9,Medium,Moderate,3
COM-0233,Commercial Property 233,Commercial,South,Proposal,1682,5,8,Medium,High,4
COM-0234,Commercial Property 234,Commercial,North,Closed Won,1497,7,23,High,None,1
COM-0235,Commercial Property 235,Commercial,West,Closed Won,1690,18,20,Medium,Moderate,4
COM-0236,Commercial Property 236,Commercial,North,Lead,3042,16,23,High,Moderate,4
COM-0237,Commercial Property 237,Commercial,South,Negotiation,3690,16,19,Medium,Moderate,2
COM-0238,Commercial Property 238,Commercial,South,Negotiation,4001,6,8,High,None,2
COM-0239,Commercial Property 239,Commercial,North,Closed Lost,990,7,12,Low,High,4
COM-0240,Commercial Property 240,Commercial,North,Closed Lost,2240,15,14,Low,None,1
COM-0241,Commercial Property 241,Commercial,North,Proposal,1778,20,21,Medium,None,5
COM-0242,Commercial Property 242,Commercial,West,Proposal,1308,11,25,High,High,1
COM-0243,Commercial Property 243,Commercial,East,Closed Lost,4935,19,16,High,Moderate,4
COM-0244,Commercial Property 244,Commercial,North,Proposal,4742,9,19,High,Moderate,4
COM-0245,Commercial Property 245,Commercial,West,Closed Lost,2630,12,5,Medium,None,1
COM-0246,Commercial Property 246,Commercial,South,Closed Lost,4930,9,10,Medium,High,5
COM-0247,Commercial Property 247,Commercial,West,Qualified,4834,11,8,High,None,1
COM-0248,Commercial Property 248,Commercial,North,Qualified,1903,13,30,Low,High,3
COM-0249,Commercial Property 249,Commercial,North,Closed Won,4889,8,25,High,None,2
COM-0250,Commercial Property 250,Commercial,East,Proposal,4693,9,21,Medium,None,5
COM-0251,Commercial Property 251,Commercial,South,Closed Lost,3654,17,19,High,None,2
COM-0252,Commercial Property 252,Commercial,South,Negotiation,1417,4,19,Low,High,2
COM-0253,Commercial Property 253,Commercial,East,Negotiation,2854,8,22,High,None,1
COM-0254,Commercial Property 254,Commercial,West,Qualified,2665,14,13,High,High,3
COM-0255,Commercial Property 255,Commercial,East,Lead,763,19,22,Low,None,3
COM-0256,Commercial Property 256,Commercial,East,Closed Won,1967,5,24,High,Moderate,3
COM-0257,Commercial Property 257,Commercial,West,Lead,4710,10,8,High,Moderate,3
COM-0258,Commercial Property 258,Commercial,South,Closed Lost,3477,8,15,Low,None,2
COM-0259,Commercial Property 259,Commercial,North,Negotiation,3623,7,12,Low,None,5
COM-0260,Commercial Property 260,Commercial,East,Proposal,1856,4,10,Medium,High,2
COM-0261,Commercial Property 261,Commercial,South,Closed Lost,977,17,24,High,High,5
COM-0262,Commercial Property 262,Commercial,North,Proposal,1915,17,6,High,None,2
COM-0263,Commercial Property 263,Commercial,South,Closed Won,756,8,29,High,None,3
COM-0264,Commercial Property 264,Commercial,North,Closed Won,4380,4,26,Low,None,5
COM-0265,Commercial Property 265,Commercial,West,Closed Won,1200,17,7,High,High,1
COM-0266,Commercial Property 266,Commercial,East,Lead,4744,15,22,Medium,Moderate,4
COM-0267,Commercial Property 267,Commercial,West,Negotiation,3720,20,14,High,None,1
COM-0268,Commercial Property 268,Commercial,North,Negotiation,3898,11,11,High,Moderate,4
COM-0269,Commercial Property 269,Commercial,East,Qualified,2124,16,15,Medium,None,4
COM-0270,Commercial Property 270,Commercial,East,Closed Lost,3958,18,5,Low,None,5
COM-0271,Commercial Property 271,Commercial,North,Qualified,2472,17,14,Medium,Moderate,3
COM-0272,Commercial Property 272,Commercial,East,Qualified,3066,6,26,Low,High,2
COM-0273,Commercial Property 273,Commercial,North,Proposal,4143,15,15,Medium,Moderate,2
COM-0274,Commercial Property 274,Commercial,West,Lead,700,18,20,Medium,Moderate,5
COM-0275,Commercial Property 275,Commercial,South,Qualified,1265,15,25,Medium,None,5
COM-0276,Commercial Property 276,Commercial,East,Qualified,3150,4,25,Medium,None,4
COM-0277,Commercial Property 277,Commercial,East,Closed Lost,4094,6,7,Medium,High,3
COM-0278,Commercial Property 278,Commercial,South,Closed Won,4527,4,29,Low,None,1
COM-0279,Commercial Property 279,Commercial,North,Closed Lost,1163,10,24,High,None,2
COM-0280,Commercial Property 280,Commercial,East,Closed Lost,3871,5,8,Medium,High,3
COM-0281,Commercial Property 281,Commercial,South,Closed Won,820,3,7,High,None,1
COM-0282,Commercial Property 282,Commercial,South,Qualified,3725,13,14,Low,High,1
COM-0283,Commercial Property 283,Commercial,East,Qualified,2702,15,5,Medium,None,5
COM-0284,Commercial Property 284,Commercial,East,Closed Won,3788,18,28,Medium,High,4
COM-0285,Commercial Property 285,Commercial,North,Closed Lost,4910,3,18,Medium,High,1
COM-0286,Commercial Property 286,Commercial,East,Lead,3468,18,7,High,Moderate,4
COM-0287,Commercial Property 287,Commercial,East,Closed Lost,1122,13,12,High,Moderate,1
COM-0288,Commercial Property 288,Commercial,East,Lead,4776,9,7,High,Moderate,3
COM-0289,Commercial Property 289,Commercial,East,Lead,4517,5,17,Medium,None,4
COM-0290,Commercial Property 290,Commercial,North,Proposal,4477,14,18,Medium,High,2
COM-0291,Commercial Property 291,Commercial,South,Closed Lost,3690,19,18,High,Moderate,2
COM-0292,Commercial Property 292,Commercial,South,Negotiation,2589,19,9,Low,High,2
COM-0293,Commercial Property 293,Commercial,West,Negotiation,4751,16,9,High,High,4
COM-0294,Commercial Property 294,Commercial,North,Closed Lost,1276,4,5,Medium,High,2
COM-0295,Commercial Property 295,Commercial,South,Closed Won,3533,16,18,Medium,High,3
COM-0296,Commercial Property 296,Commercial,East,Proposal,1927,14,19,Low,High,3
COM-0297,Commercial Property 297,Commercial,North,Proposal,3889,11,13,Low,Moderate,5
COM-0298,Commercial Property 298,Commercial,North,Closed Won,1357,11,11,Medium,Moderate,5
COM-0299,Commercial Property 299,Commercial,South,Proposal,3822,9,22,Low,None,5
COM-0300,Commercial Property 300,Commercial,North,Lead,4790,18,11,Low,High,1
COM-0301,Commercial Property 301,Commercial,North,Qualified,3525,15,6,Medium,Moderate,2
COM-0302,Commercial Property 302,Commercial,South,Lead,3617,9,5,Medium,None,5
COM-0303,Commercial Property 303,Commercial,North,Proposal,4048,4,20,High,None,1
COM-0304,Commercial Property 304,Commercial,West,Closed Lost,3508,8,7,High,High,5
COM-0305,Commercial Property 305,Commercial,North,Negotiation,4174,6,9,Low,None,3
COM-0306,Commercial Property 306,Commercial,South,Negotiation,3701,17,9,Low,Moderate,2
COM-0307,Commercial Property 307,Commercial,South,Proposal,3732,4,5,Medium,None,4
COM-0308,Commercial Property 308,Commercial,North,Proposal,1932,7,25,Low,High,2
COM-0309,Commercial Property 309,Commercial,West,Lead,2534,5,5,Low,None,1
COM-0310,Commercial Property 310,Commercial,East,Negotiation,4330,3,28,Low,High,2
COM-0311,Commercial Property 311,Commercial,East,Closed Won,1030,10,22,Low,None,5
COM-0312,Commercial Property 312,Commercial,South,Negotiation,2340,7,5,Low,None,1
COM-0313,Commercial Property 313,Commercial,West,Lead,4033,13,30,Low,Moderate,4
COM-0314,Commercial Property 314,Commercial,East,Closed Lost,1928,10,29,High,High,2
COM-0315,Commercial Property 315,Commercial,East,Negotiation,4272,11,11,Medium,None,1
COM-0316,Commercial Property 316,Commercial,East,Closed Lost,3281,7,8,Low,None,2
COM-0317,Commercial Property 317,Commercial,North,Closed Won,4273,7,14,High,High,4
COM-0318,Commercial Property 318,Commercial,West,Negotiation,3181,12,20,Medium,None,3
COM-0319,Commercial Property 319,Commercial,West,Qualified,4784,5,21,Low,None,4
COM-0320,Commercial Property 320,Commercial,North,Lead,2139,17,10,Low,None,1
COM-0321,Commercial Property 321,Commercial,North,Proposal,1490,9,18,Medium,Moderate,5
COM-0322,Commercial Property 322,Commercial,West,Closed Lost,2859,11,7,High,High,1
COM-0323,Commercial Property 323,Commercial,South,Closed Lost,4738,8,16,Low,Moderate,2
COM-0324,Commercial Property 324,Commercial,West,Lead,3467,3,27,Low,High,1
