PropertyID,Name,Segment,Region,Stage,MonthlyRevenue,BuildTimeWeeks,ProjectedPenetrationTimeWeeks,ChurnRisk,UpgradePotential,ContactsAvailable
RES-0041,Residential Property 41,Residential,South,Closed Won,3056,17,29,Medium,Moderate,2
RES-0042,Residential Property 42,Residential,North,Proposal,3398,3,5,Low,None,5
RES-0043,Residential Property 43,Residential,South,Qualified,2478,10,6,High,Moderate,5
RES-0044,Residential Property 44,Residential,East,Negotiation,873,5,15,Medium,None,1
RES-0045,Residential Property 45,Residential,East,Closed Lost,3782,6,14,Medium,None,5
RES-0046,Residential Property 46,Residential,South,Closed Won,1144,13,15,Medium,Moderate,5
RES-0047,Residential Property 47,Residential,West,Proposal,4992,18,27,Medium,High,5
RES-0048,Residential Property 48,Residential,South,Closed Won,4302,15,5,High,High,5
RES-0049,Residential Property 49,Residential,West,Closed Won,1309,6,12,Low,Moderate,2
RES-0050,Residential Property 50,Residential,East,Proposal,1348,5,30,Low,None,3
RES-0051,Residential Property 51,Residential,North,Negotiation,2941,19,5,Medium,Moderate,3
RES-0052,Residential Property 52,Residential,North,Proposal,4431,8,25,Low,High,3
RES-0053,Residential Property 53,Residential,East,Closed Lost,2100,20,29,High,None,4
RES-0054,Residential Property 54,Residential,South,Proposal,3657,16,25,High,Moderate,1
RES-0055,Residential Property 55,Residential,West,Qualified,4879,11,27,Low,High,2
RES-0056,Residential Property 56,Residential,East,Closed Won,1900,17,26,High,None,5
RES-0057,Residential Property 57,Residential,South,Closed Won,2529,13,24,Low,High,4
RES-0058,Residential Property 58,Residential,East,Lead,3407,12,21,Low,Moderate,1
RES-0059,Residential Property 59,Residential,South,Proposal,3719,8,26,Low,High,3
RES-0060,Residential Property 60,Residential,South,Proposal,3053,18,26,Low,None,5
RES-0061,Residential Property 61,Residential,North,Closed Won,2694,7,13,Medium,None,1
RES-0062,Residential Property 62,Residential,East,Lead,1007,5,30,Medium,Moderate,2
RES-0063,Residential Property 63,Residential,North,Proposal,967,20,18,High,None,5
RES-0064,Residential Property 64,Residential,East,Qualified,3487,20,12,Medium,Moderate,3
RES-0065,Residential Property 65,Residential,North,Closed Won,1377,16,15,Medium,Moderate,4
RES-0066,Residential Property 66,Residential,West,Negotiation,2763,10,7,Low,High,1
RES-0067,Residential Property 67,Residential,East,Negotiation,3237,5,9,Low,Moderate,3
RES-0068,Residential Property 68,Residential,South,Qualified,3213,7,15,High,High,2
RES-0069,Residential Property 69,Residential,West,Closed Lost,2390,16,19,High,Moderate,5
RES-0070,Residential Property 70,Residential,West,Closed Won,2107,19,5,High,None,3
RES-0071,Residential Property 71,Residential,East,Lead,3381,15,10,High,High,3
RES-0072,Residential Property 72,Residential,South,Proposal,2611,19,23,Medium,High,5
RES-0073,Residential Property 73,Residential,South,Closed Lost,3670,7,12,Medium,Moderate,4
RES-0074,Residential Property 74,Residential,West,Qualified,1764,19,25,Medium,None,2
RES-0075,Residential Property 75,Residential,South,Qualified,605,19,19,Low,None,1
RES-0076,Residential Property 76,Residential,East,Lead,4381,13,25,High,High,1
RES-0077,Residential Property 77,Residential,East,Proposal,2476,8,29,High,Moderate,5
RES-0078,Residential Property 78,Residential,North,Negotiation,3279,16,6,High,None,3
RES-0079,Residential Property 79,Residential,South,Closed Lost,4534,3,10,High,None,4
RES-0080,Residential Property 80,Residential,South,Closed Won,1452,14,18,High,None,1
RES-0081,Residential Property 81,Residential,East,Negotiation,767,13,24,Low,None,5
RES-0082,Residential Property 82,Residential,South,Lead,3923,8,16,High,None,5
RES-0083,Residential Property 83,Residential,East,Closed Lost,1434,20,24,Medium,None,4
RES-0084,Residential Property 84,Residential,North,Closed Won,3225,4,13,Low,High,5
RES-0085,Residential Property 85,Residential,East,Lead,3984,17,27,Medium,None,1
RES-0086,Residential Property 86,Residential,South,Lead,3942,10,9,Low,None,2
RES-0087,Residential Property 87,Residential,North,Negotiation,3647,10,24,Low,Moderate,1
RES-0088,Residential Property 88,Residential,West,Lead,4901,11,18,Medium,None,3
RES-0089,Residential Property 89,Residential,South,Qualified,2263,14,9,Low,None,4
RES-0090,Residential Property 90,Residential,West,Negotiation,1687,8,13,Low,Moderate,2
RES-0091,Residential Property 91,Residential,East,Proposal,1898,20,29,Medium,High,3
RES-0092,Residential Property 92,Residential,North,Negotiation,3030,14,14,Low,None,5
RES-0093,Residential Property 93,Residential,West,Proposal,3955,5,13,High,Moderate,2
RES-0094,Residential Property 94,Residential,South,Closed Won,3501,6,13,Low,High,4
RES-0095,Residential Property 95,Residential,South,Closed Won,1550,12,28,Low,High,5
RES-0096,Residential Property 96,Residential,North,Qualified,1742,10,21,Low,None,2
RES-0097,Residential Property 97,Residential,East,Qualified,2571,18,30,Medium,High,3
RES-0098,Residential Property 98,Residential,North,Qualified,4368,12,5,Medium,None,4
RES-0099,Residential Property 99,Residential,South,Closed Lost,1453,17,24,Low,None,5
RES-0100,Residential Property 100,Residential,South,Closed Won,1505,13,6,Low,Moderate,1
RES-0101,Residential Property 101,Residential,West,Closed Won,3574,5,24,High,Moderate,5
RES-0102,Residential Property 102,Residential,East,Negotiation,3191,15,8,Low,None,4
RES-0103,Residential Property 103,Residential,South,Closed Won,1172,20,8,High,None,1
RES-0104,Residential Property 104,Residential,East,Negotiation,1861,9,28,Medium,None,4
RES-0105,Residential Property 105,Residential,West,Closed Won,4574,4,17,High,Moderate,1
RES-0106,Residential Property 106,Residential,South,Lead,4024,15,16,Low,High,4
RES-0107,Residential Property 107,Residential,North,Closed Lost,1607,11,18,High,None,3
RES-0108,Residential Property 108,Residential,West,Proposal,1394,11,19,Medium,None,4
RES-0109,Residential Property 109,Residential,North,Closed Won,516,14,8,Medium,High,3
RES-0110,Residential Property 110,Residential,East,Closed Won,4501,20,26,High,High,4
RES-0111,Residential Property 111,Residential,West,Qualified,3731,9,13,Medium,None,1
RES-0112,Residential Property 112,Residential,North,Lead,4476,4,24,High,High,3
RES-0113,Residential Property 113,Residential,South,Lead,3377,8,27,High,Moderate,4
RES-0114,Residential Property 114,Residential,West,Lead,3539,20,25,Low,None,3
RES-0115,Residential Property 115,Residential,North,Closed Won,4631,18,26,High,High,2
RES-0116,Residential Property 116,Residential,North,Lead,3907,10,18,Medium,Moderate,3
RES-0117,Residential Property 117,Residential,North,Closed Won,1950,17,11,Low,High,1
RES-0118,Residential Property 118,Residential,West,Closed Won,1864,14,24,Low,High,1
RES-0119,Residential Property 119,Residential,North,Negotiation,4385,6,11,Low,None,3
RES-0120,Residential Property 120,Residential,North,Qualified,4095,6,26,Low,Moderate,4
RES-0121,Residential Property 121,Residential,North,Proposal,2407,15,17,Low,High,3
RES-0122,Residential Property 122,Residential,North,Negotiation,2076,4,17,Low,High,4
RES-0123,Residential Property 123,Residential,South,Qualified,1733,20,19,Low,None,2
RES-0124,Residential Property 124,Residential,East,Closed Won,2217,18,29,Medium,Moderate,1
RES-0125,Residential Property 125,Residential,West,Negotiation,1217,5,12,High,None,4
RES-0126,Residential Property 126,Residential,North,Qualified,1044,10,13,High,High,4
RES-0127,Residential Property 127,Residential,North,Closed Lost,2978,15,24,Medium,None,2
RES-0128,Residential Property 128,Residential,North,Negotiation,2148,11,20,Medium,Moderate,5
RES-0129,Residential Property 129,Residential,West,Qualified,3763,14,16,Medium,High,1
RES-0130,Residential Property 130,Residential,South,Proposal,4950,20,7,High,Moderate,3
RES-0131,Residential Property 131,Residential,South,Closed Won,3888,15,27,Medium,High,5
RES-0132,Residential Property 132,Residential,West,Proposal,4328,9,13,Low,High,3
RES-0133,Residential Property 133,Residential,North,Lead,4712,11,13,Medium,Moderate,1
RES-0134,Residential Property 134,Residential,North,Closed Lost,721,6,30,High,High,5
RES-0135,Residential Property 135,Residential,South,Negotiation,4556,19,23,Medium,None,3
RES-0136,Residential Property 136,Residential,West,Closed Won,962,4,13,High,Moderate,4
RES-0137,Residential Property 137,Residential,West,Lead,1191,15,13,Low,Moderate,1
RES-0138,Residential Property 138,Residential,North,Closed Lost,1836,8,19,Low,Moderate,3
RES-0139,Residential Property 139,Residential,East,Qualified,3263,4,21,Low,None,2
RES-0140,Residential Property 140,Residential,East,Lead,3800,6,7,High,Moderate,5
RES-0141,Residential Property 141,Residential,South,Negotiation,1166,11,20,High,None,5
RES-0142,Residential Property 142,Residential,East,Qualified,4415,4,9,Low,High,2
RES-0143,Residential Property 143,Residential,North,Negotiation,3499,14,16,Low,High,4
RES-0144,Residential Property 144,Residential,East,Negotiation,4902,9,14,Low,High,2
RES-0145,Residential Property 145,Residential,East,Proposal,1329,20,7,Low,None,5
RES-0146,Residential Property 146,Residential,North,Qualified,4831,7,5,High,Moderate,3
RES-0147,Residential Property 147,Residential,North,Proposal,1251,13,29,Low,Moderate,3
RES-0148,Residential Property 148,Residential,South,Closed Won,2172,18,22,High,None,3
RES-0149,Residential Property 149,Residential,North,Qualified,3103,19,23,Low,Moderate,3
RES-0150,Residential Property 150,Residential,South,Closed Won,1620,9,26,Low,None,1
RES-0151,Residential Property 151,Residential,West,Closed Lost,2278,13,14,Medium,None,1
RES-0152,Residential Property 152,Residential,East,Qualified,4211,9,18,Low,None,4
RES-0153,Residential Property 153,Residential,West,Closed Won,2252,10,19,High,Moderate,4
RES-0154,Residential Property 154,Residential,North,Qualified,3157,14,8,High,High,4
RES-0155,Residential Property 155,Residential,North,Proposal,3397,4,27,High,High,5
RES-0156,Residential Property 156,Residential,North,Lead,2305,10,8,Medium,None,5
RES-0157,Residential Property 157,Residential,North,Closed Won,4636,17,13,Medium,Moderate,4
RES-0158,Residential Property 158,Residential,South,Negotiation,1626,6,5,High,None,3
RES-0159,Residential Property 159,Residential,South,Qualified,2376,7,27,Medium,Moderate,5
RES-0160,Residential Property 160,Residential,South,Negotiation,4485,15,20,High,High,2
RES-0161,Residential Property 161,Residential,East,Qualified,3142,10,6,Medium,High,3
RES-0162,Residential Property 162,Residential,West,Proposal,2495,13,25,Medium,Moderate,4
RES-0163,Residential Property 163,Residential,East,Qualified,2594,15,14,High,Moderate,5
RES-0164,Residential Property 164,Residential,East,Lead,2887,7,29,High,None,2
RES-0165,Residential Property 165,Residential,South,Closed Won,4961,5,22,Low,None,1
RES-0166,Residential Property 166,Residential,South,Qualified,1685,14,23,Medium,None,1
RES-0167,Residential Property 167,Residential,South,Qualified,2046,7,22,High,None,2
RES-0168,Residential Property 168,Residential,North,Qualified,4604,13,22,Medium,Moderate,5
RES-0169,Residential Property 169,Residential,South,Closed Won,2378,20,5,Medium,Moderate,2
RES-0170,Residential Property 170,Residential,East,Qualified,1041,9,21,Low,Moderate,5
RES-0171,Residential Property 171,Residential,East,Proposal,1991,5,8,Medium,None,3
RES-0172,Residential Property 172,Residential,East,Negotiation,2785,6,6,High,Moderate,3
RES-0173,Residential Property 173,Residential,South,Closed Won,3669,17,14,Medium,None,3
RES-0174,Residential Property 174,Residential,North,Negotiation,3369,9,9,Low,High,3
RES-0175,Residential Property 175,Residential,South,Closed Lost,4699,11,16,Medium,Moderate,5
RES-0176,Residential Property 176,Residential,South,Lead,695,14,30,Low,None,5
RES-0177,Residential Property 177,Residential,East,Lead,2162,7,12,Medium,Moderate,3
RES-0178,Residential Property 178,Residential,East,Lead,3963,17,16,Low,High,4
RES-0179,Residential Property 179,Residential,East,Closed Lost,1548,13,6,Low,High,3
RES-0180,Residential Property 180,Residential,East,Proposal,4281,4,14,Medium,Moderate,4
RES-0181,Residential Property 181,Residential,North,Qualified,4622,14,7,Medium,High,1
RES-0182,Residential Property 182,Residential,West,Closed Won,4861,17,25,Low,High,3
RES-0183,Residential Property 183,Residential,South,Closed Won,4184,16,24,High,None,4
RES-0184,Residential Property 184,Residential,South,Lead,2183,10,12,Low,High,1
RES-0185,Residential Property 185,Residential,East,Lead,2917,9,6,High,High,3
RES-0186,Residential Property 186,Residential,East,Closed Lost,2775,20,14,Low,Moderate,2
RES-0187,Residential Property 187,Residential,South,Negotiation,4441,14,22,Low,High,5
RES-0188,Residential Property 188,Residential,West,Closed Won,3567,19,22,High,Moderate,5
RES-0189,Residential Property 189,Residential,East,Closed Won,658,17,29,Medium,High,2
RES-0190,Residential Property 190,Residential,North,Lead,3187,11,12,Low,Moderate,3
RES-0191,Residential Property 191,Residential,North,Lead,2052,18,8,High,High,3
RES-0192,Residential Property 192,Residential,South,Lead,1558,14,9,Low,High,4
RES-0193,Residential Property 193,Residential,West,Qualified,3368,15,16,Medium,None,4
RES-0194,Residential Property 194,Residential,West,Negotiation,2749,6,25,Low,Moderate,2
RES-0195,Residential Property 195,Residential,South,Closed Won,1819,8,16,Low,None,2
RES-0196,Residential Property 196,Residential,East,Qualified,900,5,18,Medium,None,2
RES-0197,Residential Property 197,Residential,North,Qualified,2146,10,29,Medium,Moderate,3
RES-0198,Residential Property 198,Residential,South,Qualified,3340,3,15,Low,None,3
RES-0199,Residential Property 199,Residential,South,Proposal,1922,20,15,Low,High,5
RES-0200,Residential Property 200,Residential,North,Closed Won,588,13,23,Medium,Moderate,1
RES-0201,Residential Property 201,Residential,North,Qualified,2616,3,9,Medium,Moderate,3
RES-0202,Residential Property 202,Residential,South,Closed Lost,4636,8,28,Medium,High,2
RES-0203,Residential Property 203,Residential,West,Proposal,1444,15,25,High,Moderate,3
RES-0204,Residential Property 204,Residential,South,Negotiation,755,20,18,Low,None,3
RES-0205,Residential Property 205,Residential,East,Negotiation,2298,5,13,High,None,1
RES-0206,Residential Property 206,Residential,East,Proposal,2930,16,12,Medium,High,2
RES-0207,Residential Property 207,Residential,North,Qualified,3546,8,25,Medium,None,1
RES-0208,Residential Property 208,Residential,West,Proposal,4897,13,10,High,High,3
RES-0209,Residential Property 209,Residential,West,Negotiation,4647,7,21,Low,Moderate,4
RES-0210,Residential Property 210,Residential,West,Closed Lost,3873,3,11,Medium,High,1
RES-0211,Residential Property 211,Residential,North,Proposal,3453,6,9,Medium,Moderate,2
RES-0212,Residential Property 212,Residential,South,Closed Lost,4538,15,22,High,None,1
RES-0213,Residential Property 213,Residential,East,Lead,2900,16,26,High,Moderate,5
RES-0214,Residential Property 214,Residential,East,Proposal,4397,17,5,Low,Moderate,2
RES-0215,Residential Property 215,Residential,South,Closed Won,4781,13,27,Medium,None,2
RES-0216,Residential Property 216,Residential,South,Closed Won,4331,11,24,Low,Moderate,2
RES-0217,Residential Property 217,Residential,North,Proposal,621,8,23,High,High,5
RES-0218,Residential Property 218,Residential,East,Qualified,3900,12,16,Low,High,2
RES-0219,Residential Property 219,Residential,South,Qualified,4407,14,8,High,High,2
RES-0220,Residential Property 220,Residential,West,Qualified,1722,14,15,High,Moderate,3
RES-0221,Residential Property 221,Residential,North,Closed Won,2919,11,23,Low,High,2
RES-0222,Residential Property 222,Residential,North,Negotiation,3315,14,23,High,Moderate,1
RES-0223,Residential Property 223,Residential,West,Closed Won,2897,6,27,High,High,4
RES-0224,Residential Property 224,Residential,South,Qualified,1545,10,11,Low,High,1
RES-0225,Residential Property 225,Residential,East,Closed Lost,1358,15,12,High,None,4
RES-0226,Residential Property 226,Residential,East,Negotiation,1115,9,15,Low,High,1
RES-0227,Residential Property 227,Residential,East,Closed Won,2121,10,23,Medium,None,2
RES-0228,Residential Property 228,Residential,South,Proposal,1475,9,17,Low,None,5
RES-0229,Residential Property 229,Residential,West,Closed Lost,715,10,14,Low,High,4
RES-0230,Residential Property 230,Residential,West,Negotiation,4913,14,16,Low,High,1
RES-0231,Residential Property 231,Residential,South,Closed Won,3508,16,12,Medium,None,3
RES-0232,Residential Property 232,Residential,East,Proposal,4336,3,21,Low,Moderate,5
RES-0233,Residential Property 233,Residential,North,Closed Won,1049,17,15,Low,Moderate,2
RES-0234,Residential Property 234,Residential,East,Negotiation,4162,14,17,Low,Moderate,5
RES-0235,Residential Property 235,Residential,East,Qualified,3490,7,5,Medium,Moderate,3
RES-0236,Residential Property 236,Residential,North,Closed Won,2870,6,25,Low,Moderate,5
RES-0237,Residential Property 237,Residential,North,Closed Won,2951,15,10,Low,Moderate,1
RES-0238,Residential Property 238,Residential,South,Closed Won,607,20,29,Low,High,5
RES-0239,Residential Property 239,Residential,South,Lead,1986,17,18,Low,High,5
RES-0240,Residential Property 240,Residential,West,Lead,2852,16,10,Low,High,4
RES-0241,Residential Property 241,Residential,West,Closed Lost,2978,3,17,Low,High,3
RES-0242,Residential Property 242,Residential,South,Negotiation,2316,9,7,Low,Moderate,4
RES-0243,Residential Property 243,Residential,West,Lead,1775,5,21,Medium,None,1
RES-0244,Residential Property 244,Residential,South,Lead,697,8,16,Low,Moderate,5
RES-0245,Residential Property 245,Residential,East,Lead,4659,19,22,Low,High,5
RES-0246,Residential Property 246,Residential,East,Qualified,3489,18,14,High,None,1
RES-0247,Residential Property 247,Residential,West,Proposal,3094,11,23,Medium,High,5
RES-0248,Residential Property 248,Residential,East,Negotiation,3792,7,17,Low,Moderate,4
RES-0249,Residential Property 249,Residential,South,Negotiation,4457,19,12,Medium,Moderate,2
RES-0250,Residential Property 250,Residential,North,Qualified,869,3,7,High,Moderate,4
RES-0251,Residential Property 251,Residential,East,Qualified,4713,18,10,Medium,Moderate,4
RES-0252,Residential Property 252,Residential,East,Negotiation,1490,18,17,Low,High,3
RES-0253,Residential Property 253,Residential,West,Negotiation,3046,16,12,High,Moderate,1
RES-0254,Residential Property 254,Residential,West,Closed Won,3189,4,8,High,Moderate,1
RES-0255,Residential Property 255,Residential,South,Closed Won,4443,6,5,High,None,3
RES-0256,Residential Property 256,Residential,East,Closed Won,2640,7,18,High,Moderate,2
RES-0257,Residential Property 257,Residential,East,Qualified,1285,8,25,Low,High,4
RES-0258,Residential Property 258,Residential,West,Closed Lost,4912,4,8,High,High,2
RES-0259,Residential Property 259,Residential,South,Proposal,2670,10,28,Low,Moderate,3
RES-0260,Residential Property 260,Residential,North,Negotiation,3728,17,14,Medium,High,2
RES-0261,Residential Property 261,Residential,East,Lead,2617,10,10,High,High,5
RES-0262,Residential Property 262,Residential,East,Proposal,4071,14,27,Low,None,4
RES-0263,Residential Property 263,Residential,West,Qualified,4409,8,19,Low,None,4
RES-0264,Residential Property 264,Residential,North,Closed Won,1793,6,6,High,High,4
RES-0265,Residential Property 265,Residential,South,Closed Lost,2749,8,24,Medium,High,5
RES-0266,Residential Property 266,Residential,East,Qualified,1074,17,21,High,Moderate,4
RES-0267,Residential Property 267,Residential,West,Closed Won,4625,8,30,High,Moderate,4
RES-0268,Residential Property 268,Residential,West,Qualified,2562,4,12,Low,High,5
RES-0269,Residential Property 269,Residential,South,Qualified,2165,14,16,Medium,Moderate,3
RES-0270,Residential Property 270,Residential,East,Closed Lost,583,20,24,Low,None,3
RES-0271,Residential Property 271,Residential,South,Qualified,4511,12,26,Medium,None,1
RES-0272,Residential Property 272,Residential,South,Proposal,4757,16,10,High,Moderate,4
RES-0273,Residential Property 273,Residential,East,Proposal,3412,17,19,Medium,Moderate,4
RES-0274,Residential Property 274,Residential,West,Negotiation,3436,17,27,Medium,None,2
RES-0275,Residential Property 275,Residential,East,Closed Won,2003,19,27,Low,Moderate,1
RES-0276,Residential Property 276,Residential,East,Lead,990,11,15,Medium,High,5
RES-0277,Residential Property 277,Residential,West,Proposal,1506,16,8,High,Moderate,4
RES-0278,Residential Property 278,Residential,East,Closed Won,4681,10,15,Medium,High,5
RES-0279,Residential Property 279,Residential,South,Qualified,2937,3,29,Low,Moderate,3
RES-0280,Residential Property 280,Residential,South,Negotiation,3967,7,8,High,None,1
RES-0281,Residential Property 281,Residential,North,Closed Won,972,4,22,High,Moderate,1
RES-0282,Residential Property 282,Residential,South,Closed Lost,1131,3,17,High,Moderate,4
RES-0283,Residential Property 283,Residential,West,Lead,4225,6,9,High,Moderate,2
RES-0284,Residential Property 284,Residential,North,Proposal,2187,20,18,High,High,5
RES-0285,Residential Property 285,Residential,East,Lead,1921,4,17,Low,High,5
RES-0286,Residential Property 286,Residential,East,Lead,3215,3,18,Medium,High,5
RES-0287,Residential Property 287,Residential,West,Closed Won,1518,4,22,Low,Moderate,3
RES-0288,Residential Property 288,Residential,North,Qualified,3136,5,18,Medium,None,4
RES-0289,Residential Property 289,Residential,North,Closed Lost,935,5,7,Medium,None,2
RES-0290,Residential Property 290,Residential,North,Qualified,4392,17,20,Medium,None,4
RES-0291,Residential Property 291,Residential,North,Closed Lost,2592,18,26,Medium,Moderate,1
RES-0292,Residential Property 292,Residential,West,Negotiation,3924,4,28,Low,High,4
RES-0293,Residential Property 293,Residential,North,Proposal,3424,13,8,Low,None,3
RES-0294,Residential Property 294,Residential,West,Qualified,4632,20,25,High,High,1
RES-0295,Residential Property 295,Residential,North,Negotiation,2635,13,5,High,Moderate,1
RES-0296,Residential Property 296,Residential,North,Proposal,4447,8,20,Medium,None,3
RES-0297,Residential Property 297,Residential,South,Qualified,832,6,17,Low,None,1
RES-0298,Residential Property 298,Residential,East,Closed Won,1088,12,26,High,High,3
RES-0299,Residential Property 299,Residential,West,Proposal,2524,7,29,Low,Moderate,5
RES-0300,Residential Property 300,Residential,East,Closed Won,4517,9,19,High,High,1
RES-0301,Residential Property 301,Residential,South,Closed Lost,3526,17,7,Low,None,1
RES-0302,Residential Property 302,Residential,North,Closed Won,2450,19,23,Medium,High,5
RES-0303,Residential Property 303,Residential,South,Qualified,4758,12,12,Medium,None,5
RES-0304,Residential Property 304,Residential,East,Lead,2316,6,9,Medium,Moderate,4
RES-0305,Residential Property 305,Residential,North,Qualified,2060,7,26,High,Moderate,4
RES-0306,Residential Property 306,Residential,West,Lead,3821,8,19,Low,Moderate,3
RES-0307,Residential Property 307,Residential,North,Negotiation,4235,18,11,Medium,None,5
RES-0308,Residential Property 308,Residential,South,Closed Won,1146,18,12,Low,Moderate,4
RES-0309,Residential Property 309,Residential,East,Closed Won,3464,18,5,High,High,5
RES-0310,Residential Property 310,Residential,North,Proposal,1536,15,27,Low,High,5
RES-0311,Residential Property 311,Residential,North,Proposal,2437,20,8,High,Moderate,5
RES-0312,Residential Property 312,Residential,North,Lead,1442,5,25,Low,None,1
RES-0313,Residential Property 313,Residential,West,Closed Won,2652,18,5,High,Moderate,4
RES-0314,Residential Property 314,Residential,North,Proposal,4779,20,8,Medium,High,1
RES-0315,Residential Property 315,Residential,West,Qualified,3645,20,28,Medium,Moderate,5
RES-0316,Residential Property 316,Residential,East,Lead,4360,3,29,High,Moderate,3
RES-0317,Residential Property 317,Residential,West,Negotiation,1600,19,20,Medium,None,4
RES-0318,Residential Property 318,Residential,East,Lead,587,12,13,Medium,High,2
RES-0319,Residential Property 319,Residential,West,Lead,4851,6,25,Low,None,4
RES-0320,Residential Property 320,Residential,South,Proposal,2224,11,14,High,Moderate,2
RES-0321,Residential Property 321,Residential,West,Closed Lost,2528,5,30,Low,High,4
RES-0322,Residential Property 322,Residential,South,Closed Lost,3055,9,7,Medium,High,5
RES-0323,Residential Property 323,Residential,North,Closed Lost,1339,4,8,Low,None,5
RES-0324,Residential Property 324,Residential,South,Closed Won,4403,15,13,High,None,2
RES-0325,Residential Property 325,Residential,South,Closed Lost,2270,14,7,High,Moderate,5
RES-0326,Residential Property 326,Residential,North,Qualified,875,3,22,Low,High,4
RES-0327,Residential Property 327,Residential,West,Lead,3980,5,18,High,None,2
RES-0328,Residential Property 328,Residential,West,Proposal,2437,16,24,High,Moderate,4
RES-0329,Residential Property 329,Residential,North,Closed Lost,3349,20,15,Medium,Moderate,4
RES-0330,Residential Property 330,Residential,North,Closed Won,1521,17,19,High,High,3
RES-0331,Residential Property 331,Residential,East,Closed Lost,2297,13,15,Medium,High,1
RES-0332,Residential Property 332,Residential,South,Negotiation,3294,7,24,Low,None,5
RES-0333,Residential Property 333,Residential,South,Proposal,1080,20,26,Medium,None,1
RES-0334,Residential Property 334,Residential,East,Qualified,2070,17,5,Low,None,3
RES-0335,Residential Property 335,Residential,North,Negotiation,3591,14,19,High,None,2
RES-0336,Residential Property 336,Residential,East,Qualified,1924,8,28,Low,Moderate,1
RES-0337,Residential Property 337,Residential,South,Proposal,1382,6,17,Low,Moderate,2
RES-0338,Residential Property 338,Residential,East,Qualified,4990,9,29,High,None,2
RES-0339,Residential Property 339,Residential,South,Negotiation,3446,8,13,Low,High,2
RES-0340,Residential Property 340,Residential,West,Closed Won,4637,16,30,High,None,4
RES-0341,Residential Property 341,Residential,West,Negotiation,3314,8,26,High,None,2
